ETid,Country,Date of Decision,Fine (EUR),Sector,Type of Violation,Summary,stratum,manual_label,confidence,notes
479,Belgium,11/13/2020,1500,Real Estate,Non-compliance with general data processing principles,"The Belgian DPA (APD/GBA) imposed a fine of EUR 1,500 on a social housing company for non-compliance with several principles of the GDPR such as data processing as well as the principles of legality and transparency (e.g. insufficient privacy policy, lack of information on camera surveillance).",no_signal,not_cyber,High,transparency/CCTV compliance
868,Spain,10/11/2021,10000,Industry and Commerce,Insufficient legal basis for data processing,"The Spanish DPA (AEPD) has imposed a fine of EUR 10,000 on MAF.COM ESQUI CLUB. The mother of an underage girl who had attended ski lessons with the controller filed a complaint with the DPA against the latter. The controller had published videos of the mother's daughter on its website and social media channels without her consent. The images were only disseminated with the consent of the father, who enrolled the girl in the ski course. The girl's parents were divorced at the time of the incident. The DPA found that the controller had failed to obtain consent from both parents and thus processed the images without a valid legal basis.",no_signal,not_cyber,High,minor's videos without both parents' consent
1242,Italy,5/22/2022,3000,Industry and Commerce,Non-compliance with general data processing principles,"The Italian DPA has imposed a fine of EUR 3,000 on the company Zito Auto di Gianfranco Zito. The company had installed video surveillance cameras which monitored, among other things, public spaces and employees. The DPA considered this to be a violation of the principle of data minimization (Art. 5 (1) c) GDPR).",no_signal,not_cyber,High,CCTV
1078,Italy,1/27/2022,40000,Industry and Commerce,Insufficient fulfilment of data subjects rights,"The Italian DPA has imposed a fine of EUR 40,000 on T.S.M. s.r.l.. A data subject had filed a complaint with the DPA against the company for failing to comply with their requests to delete their data and object to the future processing of their personal data.",no_signal,not_cyber,High,ignored deletion/objection (subject rights)
102,Poland,10/16/2019,47000,Industry and Commerce,Non-compliance with general data processing principles,The UODO imposed a fine of EUR 47000 for obstructing the exercise of the right of withdrawal for the processing of personal data. The company has not taken appropriate technical and organisational measures that allow the simple and effective withdrawal of consent to the processing of personal data and the exercise of the right to request the erasure of personal data.,no_signal,not_cyber,High,obstructed right of withdrawal
1055,Spain,2/1/2022,3940000,"Media, Telecoms and Broadcasting",Non-compliance with general data processing principles,"The Spanish DPA has fined Vodafone EspaÃ±a, S.A.U. EUR 3.94 million. Nine Vodafone customers had filed complaints with the DPA. In the course of its investigation, the DPA found that fraudsters had pretended to be the data subjects when contacting Vodafone and had demanded a copy of their SIM cards. As a result, they were able to conclude contracts at the expense of the data subjects and carry out various transfers. According to the DPA, Vodafone had not properly verified the identity of the fraudsters before issuing the SIM cards and ensured that the inquirers were really the SIM card holders due to a lack of sufficient security measures.",no_signal,cyber_malicious,High,SIM-swap fraud
773,Italy,5/27/2021,150000,Health Care,Non-compliance with general data processing principles,"The Italian DPA (Garante) has fined Azienda Provinciale per i Servizi Sanitari di Trento EUR 150,000. The controller had accidentally forwarded 293 medical reports of 175 patients to their general practitioners, even though the patients had asked not to forward the reports to their general practitioners. Among the patients in question had been two minors and several women who had undergone abortions. The investigation by Garante found that the data had been accidentally transmitted due to an error in the software that manages patient reports.",no_signal,cyber_nonmalicious,High,misdirected medical reports via software error
492,Spain,12/15/2020,10000,Industry and Commerce,Insufficient fulfilment of information obligations,"The Spanish DPA (AEPD) fined the operator of the online store banderacatalana.cat. EUR 10,000 for a violation of Art. 13 GDPR.  The operator stated on its website privacy notices that a minimum age of 13 or sufficient legal capacity was required to subscribe to the newsletter. It was also stated that filling out the newsletter subscription form would be considered as consent to the processing of personal data. This constitutes a violation of the GDPR, as according to Art. 8 GDPR, the processing of personal data of under-16-year-olds requires the consent of the holder of parental responsibility over the child.",no_signal,not_cyber,High,minors' consent / info obligation
1522,Spain,12/9/2022,8000,"Finance, Insurance and Consulting",Insufficient legal basis for data processing,"The Spanish DPA has fined a notary. The controller had consulted the land register of a property belonging to the data subject without an order requiring the consultation of this data or the consent of the data subject. The original fine of EUR 10,000 was reduced to EUR 8,000 due to voluntary payment.",no_signal,not_cyber,High,land register consulted w/o legal basis
1675,Spain,2/28/2023,15000,"Finance, Insurance and Consulting",Insufficient fulfilment of data subjects rights,"The Spanish DPA has imposed a fine of EUR 15,000 on GRUPO NORCONSULTING, S.L.. A data subject had filed a complaint against the controller with the DPA due to the controller's failure to properly comply with their request for access and erasure of their personal data.",no_signal,not_cyber,High,ignored access/erasure (subject rights)
679,Hungary,3/25/2021,1425,Health Care,Insufficient legal basis for data processing,"The Hungarian DPA (NAIH) has imposed a fine of EUR 1,425 on the operator of a care facility. The operator had installed a total of 25 cameras in all rooms of the facility, with the exception of the restrooms, locker rooms and the main nurses' station. Both the residents of the facility and the employees were recorded by the video surveillance. The controller states that the cameras were installed for security purposes. These included preventing unauthorized persons from gaining access to the facility and deterring theft. The DPA states that such extensive video surveillance was not necessary for the processing purpose (security of the facility). Furthermore, the controller did not sufficiently inform the data subjects about the data processing.",no_signal,not_cyber,High,CCTV
198,Spain,2/3/2020,6670,"Finance, Insurance and Consulting",Insufficient legal basis for data processing,"The company repeatedly sent advertising messages to a data subject, although the data subject had objected to the processing of his data.",no_signal,not_cyber,High,marketing despite objection
1771,Greece,12/19/2022,7000,Not assigned,Insufficient fulfilment of data subjects rights,"The Hellenic DPA has imposed a fine of EUR 7,000 on the company ????? ??????? ??? ??? ?.?. The company had not sufficiently complied with the request for information from a person, as the information was late and incomplete. In addition, the controller did not sufficiently cooperate with the DPA.",no_signal,not_cyber,High,late/incomplete info response
1301,Germany,2021,12500,Transportation and Energy,Unknown,"The DPA of Hamburg has imposed a fine of EUR 12,5000 on an energy supplier. The company had outsourced and sold its heating energy division. Customers affected by the transfer were informed about the transfer of their electricity supply contracts and given the right to object. In the event of a declared objection, no personal data of the customers should be transferred to the new company. However, despite customers having duly declared their objection, their data was transferred to the new company.",no_signal,not_cyber,High,data transferred despite objection (no legal basis)
2407,Spain,5/28/2024,70000,"Finance, Insurance and Consulting",Non-compliance with general data processing principles,"The Spanish DPA has imposed a fine of EUR 70,000 on CAIXABANK S.A.. A person had filed a complaint with the DPA because an employee of the controller had accidentally disclosed tax data of the data subject to their ex-spouse without their consent.",no_signal,cyber_nonmalicious,Medium,employee accidentally disclosed tax data to ex-spouse
710,Spain,6/7/2021,19600,Employment,Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 26,000 on RadiotelevisiÃ³n del principado de Asturias. The fine consists of EUR 20,000 due to a violation of Art. 5 (1) c) GDPR and EUR 6,000 due to a violation of Art. 12 GDPR. The fine was based on the fact that the controller installed a video surveillance system totaling 14 video cameras and monitoring the business premises. The controller states that the cameras were installed for the purpose of security of the premises. However, the cameras captured the employees' offices in a way that was not necessary for this purpose. For example, one camera also captured a considerable part of the employees' recreation room. The DPA considered this to be a violation of the principle of data minimization. In addition, the controller had not properly informed the data subjects about the processing of the data by the video surveillance and thus violated its duty to inform. The fine was reduced to EUR 19,600 due to timely payment and admission of guilt.",no_signal,not_cyber,High,CCTV
1956,Spain,6/6/2023,3000,Individuals and Private Associations,Non-compliance with general data processing principles,"The Spanish DPA has fined a private individual EUR 3,000. An individual had filed a complaint with the DPA against the controller due to the fact that the controller had provided them with a false receipt that contained another customer's data and not their own. During its investigation, the DPA found that the controller had failed to implement adequate technical and organizational measures to protect personal data.",no_signal,cyber_nonmalicious,Medium,wrong receipt exposed another customer's data
